Cohort	AnimalID	Genotype	Geno	Sex	Diet	0	15	30	60	90	120	Dose	Weight	Weeks
14	24B2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9.3	21.1	11.8	9.6	8.3	9.5	2	20.2	9
14	25B7(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	10.5	16.9	14.3	14.8	9.6	10.5	2	22.4	9
14	23B3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	11.7	26.9	17.1	14.4	13.3	11.8	2	25.6	9
14	29B1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.6	19.7	13.8	9.7	9.4	8.7	2	20.7	9
14	29B3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9.2	21.8	15.1	10.2	9.3	9	2	22.6	9
15	26B3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.5	23.7	15.4	10.6	10.3	9.8	2	22.5	9
15	26B5(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.6	22.6	15.4	11.2	10.3	10.7	2	23.5	9
15	33A2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	11.1	20.3	14.6	12.1	10.6	11.4	2	24.4	9
16	31C1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		9
16	30C2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		9
16	32C2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		9
16	32C6(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		9
16	47A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		9
16	42A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		9
16	45A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		9
5	2E2	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.9	16	14.3	10.4	8.6	7.1	2	26.6	9
5	2E3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.8	15.3	12.9	9.4	10.7	10.5	2	23.3	9
5	5E2	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.2	13.7	13.8	9.6	8.1	7.9	2	24.9	9
6	"10A4 (1)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.6	14.1	11.2	8.8	8.9	7.9	2		9
6	"10A6 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	6.9	15	12.6	9.6	8.3	8.4	2		9
6	"12A1 (1)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	6.8	16.4	10.8	8.8	7.6	7	2		9
6	"12A3 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.4	18.1	12.1	8.3	7.4	6.4	2		9
7	14A5(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.8	20.6	16.1	11.3	9.1	9.1	2	26	9
7	14A6(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9.2	24.6	22.3	14.5	9.3	9.4	2		9
7	16A2(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.1	20.4	14.3	8.9	10.9	9.1	2	19.4	9
7	17A2(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.1	23.6	18.9	12.4	9.2	8.1	2	22.1	9
7	"19A3 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.8	24.3	12.8	12.1	9.7	11.6	2	22.2	9
7	11C3(3)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.4	20.1	14.9	10.9	7.8	9.3	2	24.8	9
8	16B4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.1	18.7	11.6	8.9	8.8	7.7	2	20.8	9
8	16B8	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	7.8	15.9	11.7	9.4	7.7	7.8	2	21.3	9
8	18B1	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	13.6	15	12.7	10.3	8.7	8.3	2	25.3	9
8	18B4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9.5	18.1	15.6	11	10.6	9.2	2	26.2	9
9	"19B4 (4)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9.2	18.3	12.5	8.9	8.8	8	2	27.7	9
9	"16C2 (2)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.7	24.6	20.2	10.2	8.7	8	2	21.8	9
9	"14B3 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	9.6	21.7	12.4	9.1	9.3	8.5	2	26.3	9
9	"14B5 (5)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Female	LFD	8.6	19.6	12.4	9.9	8.4	8	2	27.5	9
5	2E6	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	6.3	21.1	16.5	12.1	9.7	9.5	2	26.3	9
6	"10A9 (3)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	10.9	22.6	23.2	14.7	13.3	10.5	2		9
6	11A6	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	10.5	21.8	20.1	12.8	11.1	10.7	2		9
7	17A5(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	7.3	26.4	21.3	14.3	11.3	10.2	2	24.8	9
7	17A7(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	8.8	28.4	27.3	20.4	12.4	12.2	2	28.9	9
7	17A8(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	10.5	32.4	27	19.8	14.2	12.2	2	27.5	9
7	18A5(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	11.9	29.1	25.9	15	14.9	12.8	2	26.2	9
13	24A11(5)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	9.2	29.2	23.8	14.2	13.8	12.2	2	28.1	9
13	23A5(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	8.8	23.3	18.8	13.78	12.6	10.7	2	33.4	9
13	23A9(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	5.5	18.8	13.7	10.1	7.6	6.6	2	28.2	9
14	"21bC10 (3,5)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		9
15	33A9	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD	9.1	21.8	18.7	13.1	11.2	10.9	2	28.7	9
15	21bh7(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Male	LFD							2		9
5	3E4	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	8.4	25.2	22.7	16.4	13.9	13.5	2	31.7	9
5	5E8	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	10	18.9	16.9	13.3	10.4	11.6	2	32.6	9
6	"13A3 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	10.8	21.3	15.9	11.8	9.6	10.7	2		9
7	10D5(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	8.1	24.7	21	16.4	9.9	9.8	2	28	9
7	10D6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	8.3	24	20.9	12.2	11.2	11.1	2	27	9
7	10D9(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	7.1	24.2	19.6	22.3	18.5	17.6	2	27.4	9
7	16A8(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	7.4	22.3	16.6	10.7	8.9	9.6	2	27.6	9
7	16A9(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	9.1	22.9	15.9	10.3	10.2	9.1	2	26.5	9
7	17A9(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	11.3	25.1	21.9	16.3	12.7	11.4	2	29.3	9
7	18A9(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	8.1	27.3	23.7	17.2	12.7	11.2	2	26.5	9
7	18A10(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	7.8	28	23.9	14.9	11.9	11.2	2	26.1	9
8	10E2	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	9.3	22.6	21.5	13.4	10.1	9.7	2	28.6	9
8	10E5	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	9.5	21.7	21.7	15.8	10.9	11.1	2	24.8	9
8	18B6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	5.7	14	7.9	8.8	7.7	6.9	2	24.7	9
8	18B7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	11.3	19.3	14.6	12.1	11.8	14.1	2	27.1	9
8	18B10	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	11.7	26.9	20	16.4	15.8	11.4	2	29.3	9
9	"19B6 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	6.2	18.8	14.9	9.6	8.2	7.9	2	30.7	9
9	"19B7 (3)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	12.4	25.6	27.6	19.6	17.5	16.1	2	34.9	9
9	"16C4 (1)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	9.5	22.4	20.9	13.6	9.1	9.5	2	30	9
9	"16C5 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	8.9	26.5	19.8	13.6	12.4	9.3	2	29.1	9
9	"14B7 (1)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	9.6	21.6	22.1	14	11.4	9.5	2	32.7	9
9	"14B8 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	8.3	19.2	15.4	11.6	10.7	8	2	30.2	9
13	24A8(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	10.2	24.8	26.1	14	11.4	11.1	2	27	9
13	23A3(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	8.2	20.1	24.6	15.6	13.5	10.8	2	30.2	9
13	23A8(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	11.5	27.4	25.4	15.1	12.7	11.9	2	31	9
14	23B4(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	7.2	21.8	13.8	10.8	9.8	7.4	2	29.3	9
14	23B6(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	10.8	29.4	29.5	20.3	14.9	12.1	2	26.6	9
14	25B9(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	10.6	24.7	22.8	16.6	13.3	11.6	2	27.7	9
15	33A5(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	9.3	22.8	15.7	15.3	12	12.1	2	27.4	9
15	33A7(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD	14.3	23.7	16.4	12.3	11.8	11.4	2	28.5	9
15	21bh6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Male	LFD							2		9
5	3E3	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	9.1	29.8	27.3	22.2	16.8	18.2	2	31.4	9
5	5E5	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	8.9	21.2	16.2	14.8	13.4	7.5	2	30.4	9
5	5E6	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	8.7	20.9	22.1	14.9	13.1	11.1	2	33.3	9
5	6E3	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	9.7	22.9	19.2	16.3	15.3	14.7	2	30.6	9
6	"10A7 (1)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	10.7	23.5	21.2	15.3	13.3	10.8	2		9
7	13C2(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	6.9	21.8	13.4	11.5	10.4	10.7	2	24.7	9
7	11C5(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	6.1	29.8	24.4	12.7	8.8	8.8	2	28	9
8	10E1	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	9	21.8	13.8	11.2	10.1	10	2	26.1	9
8	10E4	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	12.3	24.4	19.5	12.9	11.2	10.6	2	25.4	9
13	24A7(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	9.6	27.2	22.7	18.7	14.2	12.1	2	28.5	9
13	24A10(4)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	11.5	21.1	16.4	14	11.3	11.3	2	26.1	9
13	23A4(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	8.4	23.7	23.5	17.3	13.7	9.2	2	28.7	9
14	"21bC8 (2)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	10.5	24.6	18.3	15.2	14.5	11	2	26.9	9
14	23B5(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	7.3	21.2	14.3	9.7	9.3	8.8	2	29.7	9
14	25B10(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	9.6	29.4	30.7	28.6	24.8	23.7	2	34.4	9
15	33A6(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	9.5	21.7	14.2	12.6	12.4	11.6	2	30.2	9
15	"33A8 (2,4)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD	10.9	27.7	17	14.9	13.7	11.7	2	29.5	9
15	21bh5(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Male	LFD							2		9
5	2E5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	8.4	20.4	22.2	14.6	13.9	11.7	2	30	9
5	5E4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	6.9	13.3	14.1	11.3	10.9	9	2	28.5	9
5	5E7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	7.8	15.3	12.4	11.4	11.7	9.4	2	30.5	9
5	6E4	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	11.4	17.4	15.1	11	10.9	11.1	2	28.8	9
6	"10A8 (2)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	10.9	22.6	23.2	14.7	13.3	10.2	2		9
6	11A5	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	8.9	21.1	20.5	12.1	9.6	9.2	2		9
6	11A7	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	11.2	23.9	21.3	16.1	12.9	10.8	2		9
6	"13A4 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	10.3	24.8	13.2	11.7	9.9	8.4	2		9
6	"13A5 (4)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	9.9	26.3	18.7	12.2	9.4	10.1	2		9
7	10D8(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	6.5	23.3	16.5	11.8	9.1	8.3	2	24.8	9
7	16A7(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	7.8	23.4	15.8	11.2	8.8	11.4	2	29.3	9
7	17A4(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	9	20.7	18.8	10.4	9.4	10.1	2	25	9
7	18A4(1)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	4.8	29.4	20.2	10.9	7.9	9.3	2	21.5	9
7	18A6(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	7.6	26.1	21.9	15.4	14.2	12.1	2	25	9
7	11C6(2)	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	7.6	30.1	25.2	13.4	9.9	9.9	2	26.1	9
8	10E3	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	9.4	23.9	18.6	13.3	10.2	11.8	2	27.5	9
8	18B8	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	10.1	23.8	24	13.7	11.8	9.3	2	28.3	9
8	18B9	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	5.1	15.1	10.6	7.7	6.3	5.3	2	24	9
9	"19B5 (1)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	8.9	20.3	21.7	12.4	11.1	8.9	2	32.2	9
9	"14B9 (3)"	InsRf/f:Ins1Cre-/-:nTnG+/-	InsR	Male	LFD	10.2	18.3	17.3	14.7	11.3	9.4	2	29.2	9
5	2E4	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		21
5	5E3	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		21
7	14A3(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	7.9	16.2	12.8	10.6	8.6	9.2	2	34	21
7	14A4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	9.4	19.8	10.2	9.4	9.5	9.7	2	36.5	21
7	"19A1 (1)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	11.3	22.8	15.1	13.2	8.9	9.3	2	32.9	21
7	"19A2 (2)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8	19.7	11.4	9.8	8.3	7.6	2	37	21
7	11C4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	9	20.1	14.6	10.2	9.4	9.1	2	39.8	21
8	16B2	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.4	21.4	14.2	12.2	8.7	8.3	2		21
8	16B5	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	7.2	12	11.8	10.1	7.2	8.1	2		21
9	"14B2 (2)"	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	9.1	10.4	11.3	15.6	8.7	8	2	38.7	21
13	20C4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		21
13	20C6(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		21
14	24B4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		21
14	23B1(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		21
15	26B1(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	9.8	19	12.8	9.8	7.8	9.1	2		21
15	26B2(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	11.2	22.7	14.2	10.8	9.4	9.6	2		21
15	26B4(4)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.8	20.5	10.4	10.1	8.8	8.7	2		21
15	26B6(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD	8.7	25.4	13.4	9	9.4	10.4	2		21
16	31C2(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		21
16	30C4(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		21
16	32C3(3)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		21
16	32C4(1)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		21
16	42A2(2)	InsRf/f:Ins1Cre+/-:nTnG+/-	InsRCre	Female	LFD							2		21
5	2E1	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
6	"10A5 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	6.6	14.3	10.6	8.9	7.4	7.6	2	25.1	21
6	"12A2 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.7	13.4	13.8	9.3	8.6	8.3	2	31.6	21
6	"12A4 (4)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	6.4	15.1	12.1	9.6	8.4	7.7	2	32.8	21
7	17A1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.9	10.1	9	8.7	8.6	7.8	2	37.1	21
7	17A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.6	13.9	11.7	9.5	7.7	6.2	2	31	21
7	18A2(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	9.5	21.1	12.8	17.2	9.7	11.1	2	35.5	21
8	16B6	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.6	16.3	10.3	8.2	7.4	8.4	2		21
8	16B7	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7	15.2	12.3	10.1	8.8	7.7	2		21
8	18B3	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	4.5	15.3	8.7	6.3	6.5	5.6	2		21
9	"19B2 (2)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	11	16.9	9.4	7.9	8	6.9	2	43.6	21
9	"16C1 (1,4)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.1	13.7	9.2	8	6.6	5.8	2	27.5	21
9	"16C3 (3)"	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	7.4	12.6	10.6	9.3	6.9	7.1	2	28.1	21
13	20C1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
13	24A4(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
13	26A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
13	26A4(4)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
13	27A4(4)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
13	29A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
14	25B6(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
14	25B8(4)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
14	23B2(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
14	29B4(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
14	29B6(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
15	26B7(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	8.6	17.8	11.2	9.1	9.9	8.5	2		21
15	33A1(1,3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	9.4	22.7	12.5	10.8	8.8	8.4	2		21
15	33A3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD	10.2	25.4	13.7	13.8	10.8	11.8	2		21
16	31C3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
16	30C1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
16	30C3(3)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
16	32C1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
16	32C5(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
16	47A2(2)(3)(5)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
16	42A1(1)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
16	45A2(2)	InsRf/wt:Ins1Cre+/-:nTnG+/-	HetCre	Female	LFD							2		21
7	14A7(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.5	13	12.4	10.6	10.8	8.9	2	35	21
7	16A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9	22.4	14.4	10.5	11.3	9.3	2	6.3	21
7	18A1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	10.2	17.8	15.1	10.8	8.9	8.6	2	28.1	21
7	18A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.4	27.8	16.4	10.3	9.8	7.7	2	27.3	21
7	11C1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9.2	16.6	19.5	13.4	11.2	9.4	2	36.8	21
7	11C2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	8.6	25	19.1	10.4	9.2	7.8	2	32.9	21
8	18B2	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	4.9	22.1	10.9	8.3	6.7	6.5	2		21
9	"19B1 (1)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	9.3	19.8	9.1	11.1	8.8	8.2	2	37.5	21
9	"14B4 (4)"	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD	7.7	13.4	9.1	7.7	8.2	7.4	2	33.5	21
13	20C3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
13	24A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
13	24A5(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
13	26A5(5)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
13	27A3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
13	29A4(4)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
14	24B1(1)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
14	24B2(2)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
14	25B7(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
14	23B3(3)	InsRwt/wt:Ins1Cre+/-:nTnG+/-	WTCre	Female	LFD							2		21
